Store,Dept,Weekly_Sales,IsHoliday,Year,Month,Week
11,1,12476.52,0,2011,3,1
11,2,60619.32,0,2011,3,1
11,3,12935.85,0,2011,3,1
11,4,29798.39,0,2011,3,1
11,7,29954.68,0,2011,3,1
11,8,32525.84,0,2011,3,1
11,10,22061.29,0,2011,3,1
11,13,46466.62,0,2011,3,1
11,14,24446.75,0,2011,3,1
11,16,20226.45,0,2011,3,1
11,21,7841.26,0,2011,3,1
11,38,78757.32,0,2011,3,1
11,40,57161.29,0,2011,3,1
11,46,27640.82,0,2011,3,1
11,67,7866.8,0,2011,3,1
11,79,38726.63,0,2011,3,1
11,81,12067.85,0,2011,3,1
11,82,21870.31,0,2011,3,1
11,90,48153.8,0,2011,3,1
11,91,42053.66,0,2011,3,1
11,92,75241.29,0,2011,3,1
11,95,74836.7,0,2011,3,1
11,1,13314.11,0,2011,3,2
11,2,55998.8,0,2011,3,2
11,3,11945.95,0,2011,3,2
11,4,27637.32,0,2011,3,2
11,7,29410.49,0,2011,3,2
11,8,32406.62,0,2011,3,2
11,10,24336.6,0,2011,3,2
11,11,17510.63,0,2011,3,2
11,13,41585.15,0,2011,3,2
11,14,21968.71,0,2011,3,2
11,16,22216.37,0,2011,3,2
11,21,6557.67,0,2011,3,2
11,38,72194.83,0,2011,3,2
11,40,54836.83,0,2011,3,2
11,46,28129.17,0,2011,3,2
11,67,7986.73,0,2011,3,2
11,79,33695.34,0,2011,3,2
11,81,12114.02,0,2011,3,2
11,82,20523.96,0,2011,3,2
11,90,47361.99,0,2011,3,2
11,91,41763.87,0,2011,3,2
11,92,75419.49,0,2011,3,2
11,95,72652.77,0,2011,3,2
11,1,13758.37,0,2011,3,3
11,2,59222.88,0,2011,3,3
11,3,11309.97,0,2011,3,3
11,4,27328.74,0,2011,3,3
11,7,32232.18,0,2011,3,3
11,8,33530.9,0,2011,3,3
11,10,22907.47,0,2011,3,3
11,11,17685.3,0,2011,3,3
11,13,43444.53,0,2011,3,3
11,14,24342.49,0,2011,3,3
11,16,28932.91,0,2011,3,3
11,21,7352.13,0,2011,3,3
11,38,66645.38,0,2011,3,3
11,40,57124.45,0,2011,3,3
11,46,29636.17,0,2011,3,3
11,67,7074.07,0,2011,3,3
11,74,27156.41,0,2011,3,3
11,79,33725.7,0,2011,3,3
11,81,13593.49,0,2011,3,3
11,82,23422.83,0,2011,3,3
11,90,50579.63,0,2011,3,3
11,91,45649.34,0,2011,3,3
11,92,79059.64,0,2011,3,3
11,95,82967.1,0,2011,3,3
11,1,13388.31,0,2011,3,4
11,2,53928.76,0,2011,3,4
11,3,11510.05,0,2011,3,4
11,4,26196.11,0,2011,3,4
11,7,24681.49,0,2011,3,4
11,8,31043.98,0,2011,3,4
11,10,20442.31,0,2011,3,4
11,11,17169.3,0,2011,3,4
