Store,Dept,Weekly_Sales,IsHoliday,Year,Month,Week
41,1,38986.07,0,2010,11,1
41,2,44228.07,0,2010,11,1
41,3,9054.33,0,2010,11,1
41,4,31064.37,0,2010,11,1
41,7,19134.67,0,2010,11,1
41,8,32255.95,0,2010,11,1
41,10,13770.48,0,2010,11,1
41,13,32877.52,0,2010,11,1
41,14,16457.62,0,2010,11,1
41,16,3616.65,0,2010,11,1
41,21,5312.5,0,2010,11,1
41,38,51670.48,0,2010,11,1
41,40,51535.81,0,2010,11,1
41,46,24741.5,0,2010,11,1
41,67,7236.82,0,2010,11,1
41,79,22700.86,0,2010,11,1
41,81,18743.68,0,2010,11,1
41,82,15014.92,0,2010,11,1
41,90,67895.97,0,2010,11,1
41,91,52407.77,0,2010,11,1
41,92,118246.2,0,2010,11,1
41,95,78964.35,0,2010,11,1
41,1,15290.03,0,2010,11,2
41,2,45047.59,0,2010,11,2
41,3,10417.65,0,2010,11,2
41,4,28611.65,0,2010,11,2
41,7,28351.73,0,2010,11,2
41,8,33259.31,0,2010,11,2
41,10,15522.18,0,2010,11,2
41,11,13317.75,0,2010,11,2
41,13,31404.83,0,2010,11,2
41,14,16072.2,0,2010,11,2
41,16,3820.02,0,2010,11,2
41,21,5263.64,0,2010,11,2
41,38,36941.91,0,2010,11,2
41,40,48436.79,0,2010,11,2
41,46,23211.4,0,2010,11,2
41,67,6711.76,0,2010,11,2
41,79,20469.51,0,2010,11,2
41,81,19009.12,0,2010,11,2
41,82,16558.18,0,2010,11,2
41,90,69796.45,0,2010,11,2
41,91,51579.75,0,2010,11,2
41,92,124281.93,0,2010,11,2
41,95,77199.97,0,2010,11,2
41,1,18371.1,0,2010,11,3
41,2,44193.33,0,2010,11,3
41,3,9846.51,0,2010,11,3
41,4,28459.65,0,2010,11,3
41,7,32731.69,0,2010,11,3
41,8,34465.05,0,2010,11,3
41,10,15107.61,0,2010,11,3
41,11,14389.0,0,2010,11,3
41,13,31180.62,0,2010,11,3
41,14,20979.53,0,2010,11,3
41,16,3277.53,0,2010,11,3
41,21,5124.84,0,2010,11,3
41,38,40695.63,0,2010,11,3
41,40,50406.21,0,2010,11,3
41,46,23165.41,0,2010,11,3
41,67,8201.05,0,2010,11,3
41,74,15840.99,0,2010,11,3
41,79,21007.66,0,2010,11,3
41,81,18391.14,0,2010,11,3
41,82,15454.92,0,2010,11,3
41,90,70391.46,0,2010,11,3
41,91,50903.39,0,2010,11,3
41,92,130441.63,0,2010,11,3
41,95,77075.5,0,2010,11,3
41,1,20484.5,1,2010,11,4
41,2,48303.86,1,2010,11,4
41,3,13857.41,1,2010,11,4
41,4,31250.86,1,2010,11,4
41,7,103567.57,1,2010,11,4
41,8,35219.87,1,2010,11,4
41,10,16478.11,1,2010,11,4
41,11,19280.65,1,2010,11,4
41,13,31046.76,1,2010,11,4
41,14,48375.46,1,2010,11,4
41,16,4041.41,1,2010,11,4
41,21,8251.56,1,2010,11,4
41,38,36867.64,1,2010,11,4
41,40,47244.25,1,2010,11,4
41,46,24871.95,1,2010,11,4
41,67,7944.39,1,2010,11,4
41,79,25883.98,1,2010,11,4
41,81,19643.77,1,2010,11,4
41,82,21476.55,1,2010,11,4
41,90,81312.75,1,2010,11,4
41,91,52020.31,1,2010,11,4
41,92,147778.7,1,2010,11,4
41,95,83677.85,1,2010,11,4
42,1,17877.39,0,2010,11,1
42,2,16282.08,0,2010,11,1
42,3,787.91,0,2010,11,1
42,4,15220.23,0,2010,11,1
42,7,341.17,0,2010,11,1
42,8,18601.22,0,2010,11,1
42,10,336.35,0,2010,11,1
42,13,16980.54,0,2010,11,1
42,14,1167.4,0,2010,11,1
42,16,744.71,0,2010,11,1
42,21,1252.98,0,2010,11,1
42,38,38955.22,0,2010,11,1
42,40,20769.04,0,2010,11,1
42,46,5780.01,0,2010,11,1
42,67,1071.28,0,2010,11,1
42,79,13517.65,0,2010,11,1
42,81,15694.58,0,2010,11,1
42,82,6353.84,0,2010,11,1
42,90,55099.42,0,2010,11,1
42,91,42748.85,0,2010,11,1
42,92,88281.0,0,2010,11,1
42,95,57042.24,0,2010,11,1
42,1,8752.93,0,2010,11,2
42,2,15926.61,0,2010,11,2
42,3,805.84,0,2010,11,2
42,4,15072.46,0,2010,11,2
42,7,354.01,0,2010,11,2
42,8,16470.36,0,2010,11,2
42,10,376.72,0,2010,11,2
42,11,1285.7,0,2010,11,2
42,13,15429.64,0,2010,11,2
42,14,1462.36,0,2010,11,2
42,16,984.4,0,2010,11,2
42,21,1508.62,0,2010,11,2
42,38,31562.08,0,2010,11,2
42,40,19124.25,0,2010,11,2
42,46,6064.09,0,2010,11,2
42,67,1063.96,0,2010,11,2
42,79,14169.5,0,2010,11,2
42,81,16976.89,0,2010,11,2
42,82,6781.96,0,2010,11,2
42,90,58688.49,0,2010,11,2
42,91,48889.1,0,2010,11,2
42,92,100712.42,0,2010,11,2
42,95,60801.77,0,2010,11,2
42,1,8636.33,0,2010,11,3
42,2,14648.66,0,2010,11,3
42,3,800.53,0,2010,11,3
42,4,14678.44,0,2010,11,3
42,7,341.06,0,2010,11,3
42,8,17441.49,0,2010,11,3
42,10,405.45,0,2010,11,3
42,11,1046.58,0,2010,11,3
42,13,14406.94,0,2010,11,3
42,14,1937.67,0,2010,11,3
42,16,869.02,0,2010,11,3
42,21,1099.44,0,2010,11,3
42,38,42313.15,0,2010,11,3
42,40,18481.68,0,2010,11,3
42,46,5678.05,0,2010,11,3
42,67,1006.21,0,2010,11,3
42,74,296.56,0,2010,11,3
42,79,14375.51,0,2010,11,3
42,81,15035.54,0,2010,11,3
42,82,6356.87,0,2010,11,3
42,90,48617.67,0,2010,11,3
42,91,38077.0,0,2010,11,3
42,92,81262.57,0,2010,11,3
42,95,51403.34,0,2010,11,3
42,1,9144.03,1,2010,11,4
42,2,14611.57,1,2010,11,4
42,3,606.35,1,2010,11,4
42,4,17548.27,1,2010,11,4
42,7,423.78,1,2010,11,4
42,8,17147.76,1,2010,11,4
42,10,294.01,1,2010,11,4
42,11,1351.38,1,2010,11,4
42,13,13772.78,1,2010,11,4
42,14,5102.13,1,2010,11,4
42,16,870.34,1,2010,11,4
42,21,1457.92,1,2010,11,4
42,38,25278.31,1,2010,11,4
42,40,18238.73,1,2010,11,4
42,46,5499.67,1,2010,11,4
42,67,814.05,1,2010,11,4
42,79,12363.07,1,2010,11,4
42,81,14023.31,1,2010,11,4
42,82,7102.01,1,2010,11,4
42,90,50889.47,1,2010,11,4
42,91,34997.02,1,2010,11,4
42,92,87350.78,1,2010,11,4
42,95,49068.25,1,2010,11,4
43,1,13106.05,0,2010,11,1
43,2,20165.83,0,2010,11,1
43,3,842.92,0,2010,11,1
43,4,18048.82,0,2010,11,1
43,7,502.59,0,2010,11,1
43,8,12550.06,0,2010,11,1
43,10,493.36,0,2010,11,1
43,13,18167.91,0,2010,11,1
43,14,1412.18,0,2010,11,1
43,16,1923.47,0,2010,11,1
43,21,1388.33,0,2010,11,1
43,38,66563.97,0,2010,11,1
43,40,18586.29,0,2010,11,1
43,46,7865.18,0,2010,11,1
43,67,964.26,0,2010,11,1
43,79,15316.94,0,2010,11,1
43,81,17443.53,0,2010,11,1
43,82,7168.99,0,2010,11,1
43,90,59256.3,0,2010,11,1
43,91,29697.12,0,2010,11,1
43,92,77499.94,0,2010,11,1
43,95,60992.66,0,2010,11,1
43,1,6059.1,0,2010,11,2
43,2,19492.98,0,2010,11,2
43,3,813.72,0,2010,11,2
43,4,16795.81,0,2010,11,2
43,7,450.77,0,2010,11,2
43,8,13075.53,0,2010,11,2
43,10,488.68,0,2010,11,2
43,11,770.08,0,2010,11,2
43,13,15727.81,0,2010,11,2
43,14,1522.7,0,2010,11,2
43,16,2059.11,0,2010,11,2
43,21,1480.67,0,2010,11,2
43,38,58521.84,0,2010,11,2
43,40,18628.4,0,2010,11,2
43,46,7205.65,0,2010,11,2
43,67,958.96,0,2010,11,2
43,79,10077.29,0,2010,11,2
43,81,18516.51,0,2010,11,2
43,82,7801.82,0,2010,11,2
43,90,61406.3,0,2010,11,2
43,91,31705.94,0,2010,11,2
43,92,83053.05,0,2010,11,2
43,95,63105.1,0,2010,11,2
43,1,6037.71,0,2010,11,3
43,2,18583.06,0,2010,11,3
43,3,792.07,0,2010,11,3
43,4,18256.14,0,2010,11,3
43,7,357.61,0,2010,11,3
43,8,12769.34,0,2010,11,3
43,10,599.0,0,2010,11,3
43,11,996.53,0,2010,11,3
43,13,15934.82,0,2010,11,3
43,14,1987.38,0,2010,11,3
43,16,1715.25,0,2010,11,3
43,21,1280.8,0,2010,11,3
43,38,57997.12,0,2010,11,3
43,40,18137.27,0,2010,11,3
43,46,7012.1,0,2010,11,3
43,67,954.55,0,2010,11,3
43,74,387.95,0,2010,11,3
43,79,8979.78,0,2010,11,3
43,81,17418.43,0,2010,11,3
43,82,7868.32,0,2010,11,3
43,90,59267.64,0,2010,11,3
43,91,30713.1,0,2010,11,3
43,92,82748.26,0,2010,11,3
43,95,63644.86,0,2010,11,3
43,1,6244.51,1,2010,11,4
43,2,17220.7,1,2010,11,4
43,3,398.78,1,2010,11,4
43,4,24355.17,1,2010,11,4
43,7,525.15,1,2010,11,4
43,8,11879.72,1,2010,11,4
43,10,607.32,1,2010,11,4
43,11,1499.42,1,2010,11,4
43,13,16551.76,1,2010,11,4
43,14,5409.11,1,2010,11,4
43,16,2436.56,1,2010,11,4
43,21,2009.22,1,2010,11,4
43,38,40703.08,1,2010,11,4
43,40,16716.13,1,2010,11,4
43,46,6248.92,1,2010,11,4
43,67,788.97,1,2010,11,4
43,79,9683.1,1,2010,11,4
43,81,19506.04,1,2010,11,4
43,82,8120.95,1,2010,11,4
43,90,67215.8,1,2010,11,4
43,91,29297.69,1,2010,11,4
43,92,97095.68,1,2010,11,4
43,95,65502.31,1,2010,11,4
44,1,8194.9,0,2010,11,1
44,2,8538.97,0,2010,11,1
44,3,465.63,0,2010,11,1
44,4,7616.37,0,2010,11,1
44,7,330.91,0,2010,11,1
44,8,5033.99,0,2010,11,1
44,10,154.6,0,2010,11,1
44,13,7971.05,0,2010,11,1
44,14,536.51,0,2010,11,1
44,16,434.93,0,2010,11,1
44,21,567.02,0,2010,11,1
44,38,36775.97,0,2010,11,1
44,40,14357.96,0,2010,11,1
44,46,5322.76,0,2010,11,1
44,67,592.1,0,2010,11,1
44,79,4796.87,0,2010,11,1
44,81,6588.26,0,2010,11,1
44,82,2961.73,0,2010,11,1
44,90,28531.06,0,2010,11,1
44,91,16598.8,0,2010,11,1
44,92,36364.61,0,2010,11,1
44,95,25502.01,0,2010,11,1
44,1,5925.87,0,2010,11,2
44,2,8383.35,0,2010,11,2
44,3,545.09,0,2010,11,2
44,4,7100.06,0,2010,11,2
44,7,227.11,0,2010,11,2
44,8,5313.5,0,2010,11,2
44,10,165.88,0,2010,11,2
44,11,703.28,0,2010,11,2
44,13,6726.56,0,2010,11,2
44,14,680.66,0,2010,11,2
44,16,556.71,0,2010,11,2
44,21,670.3,0,2010,11,2
44,38,49996.41,0,2010,11,2
44,40,14451.51,0,2010,11,2
44,46,4676.94,0,2010,11,2
44,67,753.78,0,2010,11,2
44,79,4031.87,0,2010,11,2
44,81,7144.51,0,2010,11,2
44,82,3406.17,0,2010,11,2
44,90,29547.94,0,2010,11,2
44,91,16067.09,0,2010,11,2
44,92,38422.14,0,2010,11,2
44,95,25724.15,0,2010,11,2
44,1,6074.74,0,2010,11,3
44,2,8066.14,0,2010,11,3
44,3,480.1,0,2010,11,3
44,4,6757.82,0,2010,11,3
44,7,415.66,0,2010,11,3
44,8,4927.83,0,2010,11,3
44,10,105.12,0,2010,11,3
44,11,967.51,0,2010,11,3
44,13,6708.83,0,2010,11,3
44,14,798.46,0,2010,11,3
44,16,610.05,0,2010,11,3
44,21,569.14,0,2010,11,3
44,38,48899.41,0,2010,11,3
44,40,14838.37,0,2010,11,3
44,46,5488.31,0,2010,11,3
44,67,880.11,0,2010,11,3
44,74,239.07,0,2010,11,3
44,79,4500.79,0,2010,11,3
44,81,6825.36,0,2010,11,3
44,82,3368.57,0,2010,11,3
44,90,29439.08,0,2010,11,3
44,91,16199.52,0,2010,11,3
44,92,39939.77,0,2010,11,3
44,95,25633.08,0,2010,11,3
44,1,7320.16,1,2010,11,4
44,2,7687.05,1,2010,11,4
44,3,314.64,1,2010,11,4
44,4,8304.45,1,2010,11,4
44,7,565.3,1,2010,11,4
44,8,5191.95,1,2010,11,4
44,10,332.16,1,2010,11,4
44,11,1885.89,1,2010,11,4
44,13,7378.54,1,2010,11,4
44,14,1954.95,1,2010,11,4
44,16,2640.63,1,2010,11,4
44,21,949.95,1,2010,11,4
44,38,35200.04,1,2010,11,4
44,40,12983.72,1,2010,11,4
44,46,4559.63,1,2010,11,4
44,67,792.76,1,2010,11,4
44,79,3730.54,1,2010,11,4
44,81,6680.57,1,2010,11,4
44,82,4162.47,1,2010,11,4
44,90,34333.65,1,2010,11,4
44,91,19830.54,1,2010,11,4
44,92,50658.9,1,2010,11,4
44,95,29696.51,1,2010,11,4
45,1,37460.6,0,2010,11,1
45,2,34139.2,0,2010,11,1
45,3,5631.27,0,2010,11,1
45,4,23013.55,0,2010,11,1
45,7,16496.51,0,2010,11,1
45,8,35004.91,0,2010,11,1
45,10,13845.02,0,2010,11,1
45,13,27550.44,0,2010,11,1
45,14,12630.39,0,2010,11,1
45,16,2678.91,0,2010,11,1
45,21,3736.6,0,2010,11,1
45,38,62451.75,0,2010,11,1
45,40,39350.56,0,2010,11,1
45,46,13880.91,0,2010,11,1
45,67,5358.79,0,2010,11,1
45,79,15815.04,0,2010,11,1
45,81,14923.63,0,2010,11,1
45,82,13236.41,0,2010,11,1
45,90,23528.63,0,2010,11,1
45,91,16375.48,0,2010,11,1
45,92,52926.82,0,2010,11,1
45,95,44424.38,0,2010,11,1
45,1,12145.54,0,2010,11,2
45,2,33091.17,0,2010,11,2
45,3,6014.33,0,2010,11,2
45,4,23317.43,0,2010,11,2
45,7,24700.69,0,2010,11,2
45,8,34062.72,0,2010,11,2
45,10,12152.65,0,2010,11,2
45,11,13293.49,0,2010,11,2
45,13,27098.29,0,2010,11,2
45,14,12919.86,0,2010,11,2
45,16,3165.32,0,2010,11,2
45,21,4151.42,0,2010,11,2
45,38,50293.9,0,2010,11,2
45,40,38430.11,0,2010,11,2
45,46,14756.34,0,2010,11,2
45,67,5541.69,0,2010,11,2
45,79,15058.93,0,2010,11,2
45,81,15693.64,0,2010,11,2
45,82,15025.71,0,2010,11,2
45,90,23825.47,0,2010,11,2
45,91,16028.6,0,2010,11,2
45,92,52489.75,0,2010,11,2
45,95,47700.36,0,2010,11,2
45,1,12282.29,0,2010,11,3
45,2,32976.44,0,2010,11,3
45,3,5657.94,0,2010,11,3
45,4,23550.67,0,2010,11,3
45,7,27819.86,0,2010,11,3
45,8,33511.36,0,2010,11,3
45,10,11632.83,0,2010,11,3
45,11,11926.0,0,2010,11,3
45,13,27041.45,0,2010,11,3
45,14,14169.68,0,2010,11,3
45,16,2955.24,0,2010,11,3
45,21,3683.93,0,2010,11,3
45,38,45931.04,0,2010,11,3
45,40,39805.65,0,2010,11,3
45,46,14524.98,0,2010,11,3
45,67,5848.19,0,2010,11,3
45,74,10011.12,0,2010,11,3
45,79,13451.83,0,2010,11,3
45,81,15552.28,0,2010,11,3
45,82,12619.24,0,2010,11,3
45,90,23721.39,0,2010,11,3
45,91,15805.03,0,2010,11,3
45,92,50462.9,0,2010,11,3
45,95,45165.96,0,2010,11,3
45,1,13407.99,1,2010,11,4
45,2,33526.91,1,2010,11,4
45,3,7996.06,1,2010,11,4
45,4,24655.2,1,2010,11,4
45,7,81288.77,1,2010,11,4
45,8,31334.97,1,2010,11,4
45,10,13474.6,1,2010,11,4
45,11,13356.61,1,2010,11,4
45,13,25116.53,1,2010,11,4
45,14,34762.56,1,2010,11,4
45,16,2851.43,1,2010,11,4
45,21,4926.34,1,2010,11,4
45,38,44040.45,1,2010,11,4
45,40,35593.45,1,2010,11,4
45,46,16877.49,1,2010,11,4
45,67,6797.84,1,2010,11,4
45,79,15375.08,1,2010,11,4
45,81,14602.71,1,2010,11,4
45,82,15986.75,1,2010,11,4
45,90,24283.41,1,2010,11,4
45,91,12964.44,1,2010,11,4
45,92,47974.49,1,2010,11,4
45,95,43695.96,1,2010,11,4
