Plant_ID,Machine_Type,Quality_Audit,Year,Month,Week,Weekly_Production
6,1,0,2011,6,1,23468
6,2,0,2011,6,1,23028
6,3,0,2011,6,1,22587
6,4,0,2011,6,1,22146
6,5,0,2011,6,1,21706
6,6,0,2011,6,1,21265
6,7,0,2011,6,1,20824
6,8,0,2011,6,1,20384
6,9,0,2011,6,1,19943
6,10,0,2011,6,1,19502
6,11,0,2011,6,1,19062
6,12,0,2011,6,1,18621
6,13,0,2011,6,1,18180
6,14,0,2011,6,1,17740
6,16,0,2011,6,1,16858
6,17,0,2011,6,1,16418
6,18,0,2011,6,1,15977
6,19,0,2011,6,1,15536
6,20,0,2011,6,1,15096
6,21,0,2011,6,1,14655
6,22,0,2011,6,1,14214
6,23,0,2011,6,1,13774
6,24,0,2011,6,1,13333
6,25,0,2011,6,1,12892
6,26,0,2011,6,1,12452
6,27,0,2011,6,1,12011
6,28,0,2011,6,1,11927
6,29,0,2011,6,1,11988
6,30,0,2011,6,1,12063
6,31,0,2011,6,1,12140
6,32,0,2011,6,1,12223
6,33,0,2011,6,1,12305
6,34,0,2011,6,1,12390
6,35,0,2011,6,1,12475
6,36,0,2011,6,1,12560
6,37,0,2011,6,1,12645
6,38,0,2011,6,1,12730
6,40,0,2011,6,1,12901
6,41,0,2011,6,1,12986
6,42,0,2011,6,1,13072
6,44,0,2011,6,1,13242
6,45,0,2011,6,1,13328
6,46,0,2011,6,1,13413
6,48,0,2011,6,1,13584
6,49,0,2011,6,1,13669
6,52,0,2011,6,1,13941
6,54,0,2011,6,1,14132
6,55,0,2011,6,1,14227
6,56,0,2011,6,1,14322
6,58,0,2011,6,1,14513
6,59,0,2011,6,1,14609
6,60,0,2011,6,1,14704
6,67,0,2011,6,1,15372
6,71,0,2011,6,1,15754
6,72,0,2011,6,1,15849
6,74,0,2011,6,1,16040
6,79,0,2011,6,1,16517
6,80,0,2011,6,1,16613
6,81,0,2011,6,1,16708
6,82,0,2011,6,1,16804
6,83,0,2011,6,1,16899
6,85,0,2011,6,1,17090
6,87,0,2011,6,1,17281
6,90,0,2011,6,1,17567
6,91,0,2011,6,1,17662
6,92,0,2011,6,1,17758
6,93,0,2011,6,1,17853
6,94,0,2011,6,1,17949
6,95,0,2011,6,1,18044
6,96,0,2011,6,1,18140
6,97,0,2011,6,1,18235
6,98,0,2011,6,1,18330
7,1,0,2011,6,1,23735
7,2,0,2011,6,1,23294
7,3,0,2011,6,1,22853
7,4,0,2011,6,1,22413
7,5,0,2011,6,1,21972
7,6,0,2011,6,1,21531
7,7,0,2011,6,1,21091
7,8,0,2011,6,1,20650
7,9,0,2011,6,1,20209
7,10,0,2011,6,1,19769
7,11,0,2011,6,1,19328
7,12,0,2011,6,1,18887
7,13,0,2011,6,1,18447
7,14,0,2011,6,1,18006
7,16,0,2011,6,1,17125
7,17,0,2011,6,1,16684
7,20,0,2011,6,1,15362
7,21,0,2011,6,1,14921
7,22,0,2011,6,1,14481
7,23,0,2011,6,1,14040
7,24,0,2011,6,1,13599
7,25,0,2011,6,1,13159
7,26,0,2011,6,1,12718
7,27,0,2011,6,1,12277
7,28,0,2011,6,1,11998
7,29,0,2011,6,1,12069
7,30,0,2011,6,1,12148
7,31,0,2011,6,1,12230
7,32,0,2011,6,1,12314
7,33,0,2011,6,1,12398
7,34,0,2011,6,1,12484
7,35,0,2011,6,1,12569
7,36,0,2011,6,1,12654
7,38,0,2011,6,1,12825
7,40,0,2011,6,1,12996
7,41,0,2011,6,1,13081
7,42,0,2011,6,1,13166
7,44,0,2011,6,1,13337
7,45,0,2011,6,1,13422
7,46,0,2011,6,1,13508
7,52,0,2011,6,1,14046
7,54,0,2011,6,1,14237
7,55,0,2011,6,1,14332
7,56,0,2011,6,1,14427
7,59,0,2011,6,1,14714
7,60,0,2011,6,1,14809
7,67,0,2011,6,1,15477
7,71,0,2011,6,1,15859
7,72,0,2011,6,1,15954
7,74,0,2011,6,1,16145
7,79,0,2011,6,1,16622
7,80,0,2011,6,1,16718
7,81,0,2011,6,1,16813
7,82,0,2011,6,1,16909
7,83,0,2011,6,1,17004
7,85,0,2011,6,1,17195
7,87,0,2011,6,1,17386
7,90,0,2011,6,1,17672
7,91,0,2011,6,1,17767
7,92,0,2011,6,1,17863
7,93,0,2011,6,1,17958
7,95,0,2011,6,1,18149
7,96,0,2011,6,1,18245
7,97,0,2011,6,1,18340
7,98,0,2011,6,1,18435
8,1,0,2011,6,1,24001
8,2,0,2011,6,1,23560
8,3,0,2011,6,1,23120
8,4,0,2011,6,1,22679
8,5,0,2011,6,1,22238
8,6,0,2011,6,1,21798
8,7,0,2011,6,1,21357
8,8,0,2011,6,1,20916
8,9,0,2011,6,1,20476
8,10,0,2011,6,1,20035
8,11,0,2011,6,1,19594
8,12,0,2011,6,1,19154
8,13,0,2011,6,1,18713
8,14,0,2011,6,1,18272
8,16,0,2011,6,1,17391
8,17,0,2011,6,1,16950
8,18,0,2011,6,1,16510
8,19,0,2011,6,1,16069
8,20,0,2011,6,1,15628
8,21,0,2011,6,1,15188
8,22,0,2011,6,1,14747
8,23,0,2011,6,1,14306
