Plant_ID,Machine_Type,Quality_Audit,Year,Month,Week,Weekly_Production
41,1,0,2010,7,1,11214
41,2,0,2010,7,1,11104
41,3,0,2010,7,1,10994
41,4,0,2010,7,1,10885
41,5,0,2010,7,1,10775
41,6,0,2010,7,1,10665
41,7,0,2010,7,1,10555
41,8,0,2010,7,1,10446
41,9,0,2010,7,1,10336
41,10,0,2010,7,1,10226
41,11,0,2010,7,1,10117
41,12,0,2010,7,1,10007
41,13,0,2010,7,1,9897
41,14,0,2010,7,1,9788
41,16,0,2010,7,1,9568
41,17,0,2010,7,1,9459
41,19,0,2010,7,1,9239
41,20,0,2010,7,1,9130
41,21,0,2010,7,1,9020
41,22,0,2010,7,1,8910
41,23,0,2010,7,1,8801
41,24,0,2010,7,1,8691
41,25,0,2010,7,1,8581
41,26,0,2010,7,1,8471
41,27,0,2010,7,1,8362
41,28,0,2010,7,1,8252
41,29,0,2010,7,1,8142
41,30,0,2010,7,1,8033
41,31,0,2010,7,1,7923
41,32,0,2010,7,1,7813
41,33,0,2010,7,1,7704
41,34,0,2010,7,1,7594
41,35,0,2010,7,1,7484
41,36,0,2010,7,1,7375
41,38,0,2010,7,1,7155
41,40,0,2010,7,1,6936
41,41,0,2010,7,1,6826
41,42,0,2010,7,1,6716
41,44,0,2010,7,1,6497
41,46,0,2010,7,1,6278
41,49,0,2010,7,1,5949
41,51,0,2010,7,1,5729
41,52,0,2010,7,1,5620
41,54,0,2010,7,1,5400
41,55,0,2010,7,1,5291
41,56,0,2010,7,1,5181
41,58,0,2010,7,1,4962
41,59,0,2010,7,1,4852
41,60,0,2010,7,1,4742
41,67,0,2010,7,1,4399
41,71,0,2010,7,1,7299
41,72,0,2010,7,1,8039
41,74,0,2010,7,1,9519
41,79,0,2010,7,1,13219
41,80,0,2010,7,1,13959
41,81,0,2010,7,1,14743
41,82,0,2010,7,1,15800
41,83,0,2010,7,1,16920
41,85,0,2010,7,1,19161
41,87,0,2010,7,1,21401
41,90,0,2010,7,1,24762
41,91,0,2010,7,1,25882
41,92,0,2010,7,1,27003
41,93,0,2010,7,1,28123
41,94,0,2010,7,1,29243
41,95,0,2010,7,1,30364
41,96,0,2010,7,1,31484
41,97,0,2010,7,1,32604
41,98,0,2010,7,1,33724
42,1,0,2010,7,1,11205
42,2,0,2010,7,1,11095
42,3,0,2010,7,1,10986
42,4,0,2010,7,1,10876
42,5,0,2010,7,1,10766
42,7,0,2010,7,1,10547
42,8,0,2010,7,1,10437
42,9,0,2010,7,1,10328
42,10,0,2010,7,1,10218
42,11,0,2010,7,1,10108
42,12,0,2010,7,1,9999
42,13,0,2010,7,1,9889
42,14,0,2010,7,1,9779
42,16,0,2010,7,1,9560
42,17,0,2010,7,1,9450
42,20,0,2010,7,1,9121
42,21,0,2010,7,1,9011
42,25,0,2010,7,1,8573
42,28,0,2010,7,1,8244
42,31,0,2010,7,1,7914
42,32,0,2010,7,1,7805
42,38,0,2010,7,1,7147
42,40,0,2010,7,1,6927
42,42,0,2010,7,1,6708
42,46,0,2010,7,1,6269
42,52,0,2010,7,1,5611
42,59,0,2010,7,1,4843
42,60,0,2010,7,1,4734
42,67,0,2010,7,1,4179
42,79,0,2010,7,1,12936
42,80,0,2010,7,1,13676
42,81,0,2010,7,1,14416
42,82,0,2010,7,1,15375
42,83,0,2010,7,1,16495
42,85,0,2010,7,1,18735
42,87,0,2010,7,1,20976
42,90,0,2010,7,1,24337
42,91,0,2010,7,1,25457
42,92,0,2010,7,1,26578
42,93,0,2010,7,1,27698
42,94,0,2010,7,1,28818
42,95,0,2010,7,1,29938
42,96,0,2010,7,1,31059
42,97,0,2010,7,1,32179
42,98,0,2010,7,1,33299
43,1,0,2010,7,1,11196
43,2,0,2010,7,1,11087
43,3,0,2010,7,1,10977
43,4,0,2010,7,1,10867
43,5,0,2010,7,1,10758
43,6,0,2010,7,1,10648
43,7,0,2010,7,1,10538
43,8,0,2010,7,1,10429
43,9,0,2010,7,1,10319
43,10,0,2010,7,1,10209
43,11,0,2010,7,1,10100
43,12,0,2010,7,1,9990
43,13,0,2010,7,1,9880
43,14,0,2010,7,1,9771
43,16,0,2010,7,1,9551
43,17,0,2010,7,1,9442
43,20,0,2010,7,1,9112
43,21,0,2010,7,1,9003
43,25,0,2010,7,1,8564
43,28,0,2010,7,1,8235
43,31,0,2010,7,1,7906
43,32,0,2010,7,1,7796
43,38,0,2010,7,1,7138
43,40,0,2010,7,1,6919
43,42,0,2010,7,1,6699
43,46,0,2010,7,1,6261
43,52,0,2010,7,1,5603
43,59,0,2010,7,1,4835
43,60,0,2010,7,1,4725
43,67,0,2010,7,1,4007
43,72,0,2010,7,1,7473
43,74,0,2010,7,1,8953
43,79,0,2010,7,1,12653
43,80,0,2010,7,1,13393
43,81,0,2010,7,1,14133
43,82,0,2010,7,1,14967
43,83,0,2010,7,1,16070
43,85,0,2010,7,1,18310
43,87,0,2010,7,1,20551
43,90,0,2010,7,1,23912
43,91,0,2010,7,1,25032
43,92,0,2010,7,1,26152
43,93,0,2010,7,1,27273
43,94,0,2010,7,1,28393
43,95,0,2010,7,1,29513
43,96,0,2010,7,1,30634
43,97,0,2010,7,1,31754
43,98,0,2010,7,1,32874
44,1,0,2010,7,1,11188
44,2,0,2010,7,1,11078
44,3,0,2010,7,1,10969
44,4,0,2010,7,1,10859
44,5,0,2010,7,1,10749
44,6,0,2010,7,1,10640
44,7,0,2010,7,1,10530
44,8,0,2010,7,1,10420
44,9,0,2010,7,1,10310
44,10,0,2010,7,1,10201
44,11,0,2010,7,1,10091
44,12,0,2010,7,1,9981
44,13,0,2010,7,1,9872
44,14,0,2010,7,1,9762
44,16,0,2010,7,1,9543
44,17,0,2010,7,1,9433
44,21,0,2010,7,1,8994
44,25,0,2010,7,1,8555
44,28,0,2010,7,1,8226
44,32,0,2010,7,1,7788
44,38,0,2010,7,1,7130
