Plant_ID,Machine_Type,Quality_Audit,Year,Month,Week,Weekly_Production
6,1,0,2011,10,1,24120
6,2,0,2011,10,1,23680
6,3,0,2011,10,1,23239
6,4,0,2011,10,1,22798
6,5,0,2011,10,1,22358
6,6,0,2011,10,1,21917
6,7,0,2011,10,1,21476
6,8,0,2011,10,1,21036
6,9,0,2011,10,1,20595
6,10,0,2011,10,1,20154
6,11,0,2011,10,1,19714
6,12,0,2011,10,1,19273
6,13,0,2011,10,1,18832
6,14,0,2011,10,1,18392
6,16,0,2011,10,1,17510
6,17,0,2011,10,1,17070
6,18,0,2011,10,1,16629
6,19,0,2011,10,1,16188
6,20,0,2011,10,1,15748
6,21,0,2011,10,1,15307
6,22,0,2011,10,1,14866
6,23,0,2011,10,1,14426
6,24,0,2011,10,1,13985
6,25,0,2011,10,1,13544
6,26,0,2011,10,1,13104
6,27,0,2011,10,1,12673
6,28,0,2011,10,1,12268
6,29,0,2011,10,1,12335
6,30,0,2011,10,1,12420
6,31,0,2011,10,1,12505
6,32,0,2011,10,1,12591
6,33,0,2011,10,1,12676
6,34,0,2011,10,1,12761
6,35,0,2011,10,1,12847
6,36,0,2011,10,1,12932
6,37,0,2011,10,1,13017
6,38,0,2011,10,1,13103
6,40,0,2011,10,1,13273
6,41,0,2011,10,1,13359
6,42,0,2011,10,1,13444
6,44,0,2011,10,1,13615
6,45,0,2011,10,1,13700
6,46,0,2011,10,1,13785
6,47,0,2011,10,1,13878
6,48,0,2011,10,1,13973
6,49,0,2011,10,1,14069
6,52,0,2011,10,1,14355
6,54,0,2011,10,1,14546
6,55,0,2011,10,1,14641
6,56,0,2011,10,1,14737
6,58,0,2011,10,1,14927
6,59,0,2011,10,1,15023
6,60,0,2011,10,1,15118
6,67,0,2011,10,1,15786
6,71,0,2011,10,1,16168
6,72,0,2011,10,1,16263
6,74,0,2011,10,1,16454
6,79,0,2011,10,1,16931
6,80,0,2011,10,1,17027
6,81,0,2011,10,1,17122
6,82,0,2011,10,1,17218
6,83,0,2011,10,1,17313
6,85,0,2011,10,1,17504
6,87,0,2011,10,1,17695
6,90,0,2011,10,1,17981
6,91,0,2011,10,1,18077
6,92,0,2011,10,1,18172
6,93,0,2011,10,1,18267
6,94,0,2011,10,1,18363
6,95,0,2011,10,1,18458
6,96,0,2011,10,1,18554
6,97,0,2011,10,1,18649
6,98,0,2011,10,1,18745
7,1,0,2011,10,1,24387
7,2,0,2011,10,1,23946
7,3,0,2011,10,1,23505
7,4,0,2011,10,1,23065
7,5,0,2011,10,1,22624
7,6,0,2011,10,1,22183
7,7,0,2011,10,1,21743
7,8,0,2011,10,1,21302
7,9,0,2011,10,1,20861
7,10,0,2011,10,1,20421
7,11,0,2011,10,1,19980
7,12,0,2011,10,1,19539
7,13,0,2011,10,1,19099
7,14,0,2011,10,1,18658
7,16,0,2011,10,1,17777
7,17,0,2011,10,1,17336
7,18,0,2011,10,1,16895
7,20,0,2011,10,1,16014
7,21,0,2011,10,1,15573
7,22,0,2011,10,1,15133
7,23,0,2011,10,1,14692
7,24,0,2011,10,1,14251
7,25,0,2011,10,1,13812
7,26,0,2011,10,1,13378
7,27,0,2011,10,1,12959
7,28,0,2011,10,1,12557
7,29,0,2011,10,1,12429
7,30,0,2011,10,1,12515
7,31,0,2011,10,1,12600
7,32,0,2011,10,1,12685
7,33,0,2011,10,1,12771
7,34,0,2011,10,1,12856
7,35,0,2011,10,1,12941
7,36,0,2011,10,1,13027
7,38,0,2011,10,1,13197
7,40,0,2011,10,1,13368
7,41,0,2011,10,1,13453
7,42,0,2011,10,1,13538
