Store,Dept,Weekly_Sales,IsHoliday,Year,Month,Week
36,1,2144.48,0,2010,2,1
36,2,15606.15,0,2010,2,1
36,3,12.86,0,2010,2,1
36,4,13071.49,0,2010,2,1
36,5,7.0,0,2010,2,1
36,7,277.0,0,2010,2,1
36,8,4033.45,0,2010,2,1
36,10,8.0,0,2010,2,1
36,13,14195.05,0,2010,2,1
36,14,2681.18,0,2010,2,1
36,16,325.0,0,2010,2,1
36,17,939.14,0,2010,2,1
36,21,292.15,0,2010,2,1
36,26,108.78,0,2010,2,1
36,33,7.0,0,2010,2,1
36,38,16633.09,0,2010,2,1
36,40,12108.45,0,2010,2,1
36,46,2500.97,0,2010,2,1
36,55,351.8,0,2010,2,1
36,59,36.74,0,2010,2,1
36,60,290.4,0,2010,2,1
36,67,771.08,0,2010,2,1
36,74,961.58,0,2010,2,1
36,79,30021.95,0,2010,2,1
36,80,21299.91,0,2010,2,1
36,81,17577.08,0,2010,2,1
36,82,4279.76,0,2010,2,1
36,83,3853.85,0,2010,2,1
36,85,112.36,0,2010,2,1
36,90,47158.21,0,2010,2,1
36,91,11509.78,0,2010,2,1
36,92,63964.12,0,2010,2,1
36,93,39005.54,0,2010,2,1
36,94,70593.01,0,2010,2,1
36,95,40389.37,0,2010,2,1
36,96,11460.65,0,2010,2,1
36,97,8138.42,0,2010,2,1
36,98,10819.89,0,2010,2,1
37,1,11283.23,0,2010,2,1
37,2,16121.22,0,2010,2,1
37,3,1434.29,0,2010,2,1
37,4,17373.04,0,2010,2,1
37,5,707.56,0,2010,2,1
37,6,26.62,0,2010,2,1
37,7,425.09,0,2010,2,1
37,8,16920.87,0,2010,2,1
37,9,30.22,0,2010,2,1
37,10,259.61,0,2010,2,1
37,11,1749.8,0,2010,2,1
37,12,132.36,0,2010,2,1
37,13,16009.78,0,2010,2,1
37,14,1254.02,0,2010,2,1
37,16,1355.9,0,2010,2,1
37,17,338.21,0,2010,2,1
37,18,984.0,0,2010,2,1
37,21,2327.26,0,2010,2,1
37,25,58.25,0,2010,2,1
37,28,150.85,0,2010,2,1
37,31,134.88,0,2010,2,1
37,38,87327.28,0,2010,2,1
37,40,27249.97,0,2010,2,1
37,42,118.78,0,2010,2,1
37,46,8651.24,0,2010,2,1
37,52,23.82,0,2010,2,1
37,55,5.0,0,2010,2,1
37,56,5.96,0,2010,2,1
37,59,386.39,0,2010,2,1
37,60,959.2,0,2010,2,1
37,67,2420.36,0,2010,2,1
37,72,387.47,0,2010,2,1
37,74,595.81,0,2010,2,1
37,79,8997.39,0,2010,2,1
37,80,10781.77,0,2010,2,1
37,81,11935.5,0,2010,2,1
37,82,4136.4,0,2010,2,1
37,83,2745.09,0,2010,2,1
37,85,84.84,0,2010,2,1
37,87,483.2,0,2010,2,1
37,90,42204.0,0,2010,2,1
37,91,31846.36,0,2010,2,1
37,92,64289.49,0,2010,2,1
37,93,21108.24,0,2010,2,1
37,94,31704.33,0,2010,2,1
37,95,50910.65,0,2010,2,1
37,96,18351.68,0,2010,2,1
37,97,13777.15,0,2010,2,1
37,98,5442.3,0,2010,2,1
38,1,6732.38,0,2010,2,1
38,2,9601.89,0,2010,2,1
38,3,701.23,0,2010,2,1
38,4,9527.93,0,2010,2,1
38,5,326.84,0,2010,2,1
38,6,14.18,0,2010,2,1
38,7,347.33,0,2010,2,1
38,8,8799.21,0,2010,2,1
38,9,41.34,0,2010,2,1
38,10,351.77,0,2010,2,1
38,11,589.1,0,2010,2,1
38,12,64.12,0,2010,2,1
38,13,9454.0,0,2010,2,1
38,14,779.19,0,2010,2,1
38,16,751.76,0,2010,2,1
38,17,428.55,0,2010,2,1
38,18,278.5,0,2010,2,1
38,21,943.6,0,2010,2,1
38,23,4.0,0,2010,2,1
38,25,19.25,0,2010,2,1
38,26,3.0,0,2010,2,1
38,28,157.16,0,2010,2,1
38,31,10.0,0,2010,2,1
38,32,28.0,0,2010,2,1
38,34,28.0,0,2010,2,1
38,38,38258.19,0,2010,2,1
38,40,15013.4,0,2010,2,1
38,42,109.64,0,2010,2,1
38,46,4725.95,0,2010,2,1
38,52,22.15,0,2010,2,1
38,59,194.58,0,2010,2,1
38,60,422.4,0,2010,2,1
38,67,733.01,0,2010,2,1
38,72,167.67,0,2010,2,1
38,74,487.34,0,2010,2,1
38,79,8050.06,0,2010,2,1
38,80,11792.28,0,2010,2,1
38,81,10502.84,0,2010,2,1
38,82,4232.82,0,2010,2,1
38,83,2727.06,0,2010,2,1
38,85,80.08,0,2010,2,1
38,87,223.86,0,2010,2,1
38,90,33394.01,0,2010,2,1
38,91,26492.19,0,2010,2,1
38,92,49727.31,0,2010,2,1
38,93,18603.1,0,2010,2,1
38,94,17691.48,0,2010,2,1
38,95,38851.26,0,2010,2,1
38,96,11373.89,0,2010,2,1
38,97,10159.7,0,2010,2,1
38,98,4477.54,0,2010,2,1
39,1,21244.5,0,2010,2,1
39,2,52359.34,0,2010,2,1
39,3,13308.76,0,2010,2,1
39,4,38229.52,0,2010,2,1
39,5,22081.23,0,2010,2,1
39,6,3569.91,0,2010,2,1
39,7,23845.33,0,2010,2,1
39,8,32760.39,0,2010,2,1
39,9,9652.18,0,2010,2,1
39,10,10416.43,0,2010,2,1
39,11,15715.06,0,2010,2,1
39,12,3911.18,0,2010,2,1
39,13,48559.91,0,2010,2,1
39,14,18411.82,0,2010,2,1
39,16,6507.73,0,2010,2,1
39,17,11486.59,0,2010,2,1
39,18,4888.5,0,2010,2,1
39,20,7455.09,0,2010,2,1
39,21,6843.57,0,2010,2,1
39,22,11832.54,0,2010,2,1
39,23,13554.53,0,2010,2,1
39,24,4099.29,0,2010,2,1
39,25,4457.41,0,2010,2,1
39,26,8126.4,0,2010,2,1
39,27,1591.08,0,2010,2,1
39,28,828.8,0,2010,2,1
39,29,4959.0,0,2010,2,1
39,30,2662.5,0,2010,2,1
39,31,1556.96,0,2010,2,1
39,32,4127.35,0,2010,2,1
39,33,5940.18,0,2010,2,1
39,34,11505.5,0,2010,2,1
39,35,1119.04,0,2010,2,1
39,36,660.5,0,2010,2,1
39,38,39219.9,0,2010,2,1
39,40,54197.29,0,2010,2,1
39,41,370.76,0,2010,2,1
39,42,2308.33,0,2010,2,1
39,44,3751.44,0,2010,2,1
39,45,3.77,0,2010,2,1
39,46,25697.11,0,2010,2,1
39,49,4113.3,0,2010,2,1
39,52,1990.01,0,2010,2,1
39,54,212.0,0,2010,2,1
39,55,9844.58,0,2010,2,1
39,56,1211.64,0,2010,2,1
39,58,1576.01,0,2010,2,1
39,59,770.76,0,2010,2,1
39,67,11778.8,0,2010,2,1
39,71,5890.63,0,2010,2,1
39,72,71836.15,0,2010,2,1
39,74,20523.7,0,2010,2,1
39,79,35628.04,0,2010,2,1
39,80,11247.03,0,2010,2,1
39,81,17308.29,0,2010,2,1
39,82,13580.95,0,2010,2,1
39,83,5345.01,0,2010,2,1
39,85,1208.79,0,2010,2,1
39,87,5719.27,0,2010,2,1
39,90,68699.68,0,2010,2,1
39,91,59553.0,0,2010,2,1
39,92,101393.65,0,2010,2,1
39,93,37206.63,0,2010,2,1
39,94,50121.73,0,2010,2,1
39,95,88385.24,0,2010,2,1
39,96,21450.05,0,2010,2,1
39,97,21162.05,0,2010,2,1
39,98,9023.09,0,2010,2,1
40,1,18116.85,0,2010,2,1
40,2,27089.38,0,2010,2,1
40,3,6269.14,0,2010,2,1
40,4,23906.14,0,2010,2,1
40,5,20669.72,0,2010,2,1
40,6,3634.06,0,2010,2,1
40,7,13996.67,0,2010,2,1
40,8,35639.8,0,2010,2,1
40,9,10636.39,0,2010,2,1
40,10,12385.22,0,2010,2,1
40,11,12635.04,0,2010,2,1
40,12,2964.03,0,2010,2,1
40,13,24560.82,0,2010,2,1
40,14,11527.12,0,2010,2,1
40,16,3263.97,0,2010,2,1
40,17,7587.77,0,2010,2,1
40,18,2762.1,0,2010,2,1
40,20,2495.72,0,2010,2,1
40,21,6700.48,0,2010,2,1
40,22,6361.58,0,2010,2,1
40,23,9942.48,0,2010,2,1
40,24,2669.75,0,2010,2,1
40,25,4214.5,0,2010,2,1
40,26,4565.85,0,2010,2,1
40,27,904.0,0,2010,2,1
40,28,310.46,0,2010,2,1
40,29,3179.03,0,2010,2,1
40,30,2503.5,0,2010,2,1
40,31,1263.5,0,2010,2,1
40,32,4811.57,0,2010,2,1
40,33,2818.91,0,2010,2,1
40,34,6589.0,0,2010,2,1
40,35,1807.5,0,2010,2,1
40,36,305.0,0,2010,2,1
40,37,1233.23,0,2010,2,1
40,38,39101.66,0,2010,2,1
40,40,34139.84,0,2010,2,1
40,41,46.0,0,2010,2,1
40,42,4241.41,0,2010,2,1
40,44,3280.0,0,2010,2,1
40,45,23.94,0,2010,2,1
40,46,9556.35,0,2010,2,1
40,48,394.0,0,2010,2,1
40,52,926.16,0,2010,2,1
40,54,205.0,0,2010,2,1
40,55,12132.29,0,2010,2,1
40,56,1020.2,0,2010,2,1
40,59,562.38,0,2010,2,1
40,60,140.8,0,2010,2,1
40,67,7035.16,0,2010,2,1
40,71,5138.63,0,2010,2,1
40,72,61433.73,0,2010,2,1
40,74,9196.18,0,2010,2,1
40,79,17347.43,0,2010,2,1
40,80,18361.14,0,2010,2,1
40,81,19352.91,0,2010,2,1
40,82,9120.56,0,2010,2,1
40,83,4488.55,0,2010,2,1
40,85,1627.57,0,2010,2,1
40,87,15990.52,0,2010,2,1
40,90,70104.48,0,2010,2,1
40,91,57563.74,0,2010,2,1
40,92,115500.67,0,2010,2,1
40,93,31080.68,0,2010,2,1
