Plant_ID,Machine_Type,Quality_Audit,Year,Month,Week,Weekly_Production
26,1,0,2010,8,1,17454
26,2,0,2010,8,1,17239
26,3,0,2010,8,1,17024
26,4,0,2010,8,1,16810
26,5,0,2010,8,1,16595
26,6,0,2010,8,1,16380
26,7,0,2010,8,1,16166
26,8,0,2010,8,1,15951
26,9,0,2010,8,1,15736
26,10,0,2010,8,1,15522
26,11,0,2010,8,1,15307
26,12,0,2010,8,1,15092
26,13,0,2010,8,1,14878
26,14,0,2010,8,1,14663
26,16,0,2010,8,1,14234
26,17,0,2010,8,1,14019
26,19,0,2010,8,1,13590
26,20,0,2010,8,1,13375
26,21,0,2010,8,1,13160
26,22,0,2010,8,1,12946
26,23,0,2010,8,1,12731
26,24,0,2010,8,1,12517
26,25,0,2010,8,1,12302
26,26,0,2010,8,1,12087
26,27,0,2010,8,1,11873
26,28,0,2010,8,1,11658
26,29,0,2010,8,1,11443
26,30,0,2010,8,1,11229
26,31,0,2010,8,1,11014
26,32,0,2010,8,1,10799
26,33,0,2010,8,1,10585
26,34,0,2010,8,1,10370
26,35,0,2010,8,1,10155
26,36,0,2010,8,1,9941
26,38,0,2010,8,1,9511
26,40,0,2010,8,1,9082
26,41,0,2010,8,1,8867
26,42,0,2010,8,1,8653
26,44,0,2010,8,1,8223
26,45,0,2010,8,1,8009
26,46,0,2010,8,1,7794
26,49,0,2010,8,1,7150
26,51,0,2010,8,1,6721
26,52,0,2010,8,1,6506
26,54,0,2010,8,1,6077
26,55,0,2010,8,1,5862
26,56,0,2010,8,1,5648
26,59,0,2010,8,1,6054
26,67,0,2010,8,1,13222
26,71,0,2010,8,1,16806
26,72,0,2010,8,1,17702
26,74,0,2010,8,1,19494
26,79,0,2010,8,1,23974
26,80,0,2010,8,1,24870
26,81,0,2010,8,1,25766
26,82,0,2010,8,1,26662
26,83,0,2010,8,1,27558
26,85,0,2010,8,1,29350
26,87,0,2010,8,1,31142
26,90,0,2010,8,1,33830
26,91,0,2010,8,1,34726
26,92,0,2010,8,1,35622
26,93,0,2010,8,1,36518
26,94,0,2010,8,1,37414
26,95,0,2010,8,1,38311
26,96,0,2010,8,1,39207
26,97,0,2010,8,1,40103
26,98,0,2010,8,1,40999
27,1,0,2010,8,1,17397
27,2,0,2010,8,1,17182
27,3,0,2010,8,1,16967
27,4,0,2010,8,1,16753
27,5,0,2010,8,1,16538
27,6,0,2010,8,1,16323
27,7,0,2010,8,1,16109
27,8,0,2010,8,1,15894
27,9,0,2010,8,1,15679
27,10,0,2010,8,1,15465
27,11,0,2010,8,1,15250
27,12,0,2010,8,1,15036
27,13,0,2010,8,1,14821
27,14,0,2010,8,1,14606
27,16,0,2010,8,1,14177
27,17,0,2010,8,1,13962
27,19,0,2010,8,1,13533
27,20,0,2010,8,1,13318
27,21,0,2010,8,1,13104
27,22,0,2010,8,1,12889
27,23,0,2010,8,1,12674
27,24,0,2010,8,1,12460
27,25,0,2010,8,1,12245
27,26,0,2010,8,1,12030
27,27,0,2010,8,1,11816
27,28,0,2010,8,1,11601
27,29,0,2010,8,1,11386
27,30,0,2010,8,1,11172
27,31,0,2010,8,1,10957
27,32,0,2010,8,1,10742
27,33,0,2010,8,1,10528
27,34,0,2010,8,1,10313
27,35,0,2010,8,1,10098
27,36,0,2010,8,1,9884
27,37,0,2010,8,1,9669
27,38,0,2010,8,1,9454
27,40,0,2010,8,1,9025
27,41,0,2010,8,1,8811
27,42,0,2010,8,1,8596
27,44,0,2010,8,1,8167
27,46,0,2010,8,1,7737
27,49,0,2010,8,1,7093
27,50,0,2010,8,1,6879
27,52,0,2010,8,1,6449
27,54,0,2010,8,1,6020
27,55,0,2010,8,1,5805
27,56,0,2010,8,1,5591
27,58,0,2010,8,1,5161
27,59,0,2010,8,1,5466
27,60,0,2010,8,1,6362
27,67,0,2010,8,1,12634
27,71,0,2010,8,1,16218
27,72,0,2010,8,1,17114
27,74,0,2010,8,1,18906
27,79,0,2010,8,1,23386
27,80,0,2010,8,1,24282
27,81,0,2010,8,1,25178
27,82,0,2010,8,1,26074
27,83,0,2010,8,1,26970
27,85,0,2010,8,1,28762
27,87,0,2010,8,1,30554
27,90,0,2010,8,1,33242
27,91,0,2010,8,1,34138
27,92,0,2010,8,1,35035
27,93,0,2010,8,1,35931
27,94,0,2010,8,1,36827
27,95,0,2010,8,1,37723
27,96,0,2010,8,1,38619
27,97,0,2010,8,1,39515
27,98,0,2010,8,1,40411
28,1,0,2010,8,1,17340
28,2,0,2010,8,1,17125
