Plant_ID,Machine_Type,Quality_Audit,Year,Month,Week,Weekly_Production
36,1,0,2012,7,1,11664
36,2,0,2012,7,1,11546
36,3,0,2012,7,1,11428
36,4,0,2012,7,1,11310
36,5,0,2012,7,1,11192
36,7,0,2012,7,1,10956
36,8,0,2012,7,1,10838
36,9,0,2012,7,1,10720
36,10,0,2012,7,1,10602
36,11,0,2012,7,1,10483
36,12,0,2012,7,1,10365
36,13,0,2012,7,1,10247
36,14,0,2012,7,1,10129
36,16,0,2012,7,1,9893
36,17,0,2012,7,1,9775
36,20,0,2012,7,1,9421
36,21,0,2012,7,1,9303
36,26,0,2012,7,1,8713
36,31,0,2012,7,1,8123
36,32,0,2012,7,1,8005
36,38,0,2012,7,1,7296
36,40,0,2012,7,1,7060
36,42,0,2012,7,1,6824
36,46,0,2012,7,1,6352
36,55,0,2012,7,1,5290
36,60,0,2012,7,1,4700
36,67,0,2012,7,1,4589
36,72,0,2012,7,1,8832
36,74,0,2012,7,1,10528
36,79,0,2012,7,1,14771
36,80,0,2012,7,1,15619
36,81,0,2012,7,1,16468
36,82,0,2012,7,1,17326
36,83,0,2012,7,1,18377
36,87,0,2012,7,1,22603
36,90,0,2012,7,1,25772
36,91,0,2012,7,1,26829
36,92,0,2012,7,1,27885
36,93,0,2012,7,1,28942
36,94,0,2012,7,1,29998
36,95,0,2012,7,1,31055
36,96,0,2012,7,1,32111
36,97,0,2012,7,1,33168
36,98,0,2012,7,1,34224
37,1,0,2012,7,1,11712
37,2,0,2012,7,1,11594
37,3,0,2012,7,1,11476
37,4,0,2012,7,1,11358
37,5,0,2012,7,1,11240
37,6,0,2012,7,1,11122
37,7,0,2012,7,1,11004
37,8,0,2012,7,1,10886
37,9,0,2012,7,1,10768
37,10,0,2012,7,1,10650
37,11,0,2012,7,1,10532
37,12,0,2012,7,1,10414
37,13,0,2012,7,1,10296
37,14,0,2012,7,1,10178
37,16,0,2012,7,1,9941
37,17,0,2012,7,1,9823
37,20,0,2012,7,1,9469
37,21,0,2012,7,1,9351
37,23,0,2012,7,1,9115
37,24,0,2012,7,1,8997
37,25,0,2012,7,1,8879
37,28,0,2012,7,1,8525
37,31,0,2012,7,1,8171
37,32,0,2012,7,1,8053
37,38,0,2012,7,1,7345
37,40,0,2012,7,1,7109
37,42,0,2012,7,1,6872
37,46,0,2012,7,1,6400
37,49,0,2012,7,1,6046
37,52,0,2012,7,1,5692
37,56,0,2012,7,1,5220
37,59,0,2012,7,1,4866
37,60,0,2012,7,1,4748
37,67,0,2012,7,1,4836
37,72,0,2012,7,1,9079
37,74,0,2012,7,1,10776
37,79,0,2012,7,1,15018
37,80,0,2012,7,1,15866
37,81,0,2012,7,1,16715
37,82,0,2012,7,1,17619
37,83,0,2012,7,1,18676
37,85,0,2012,7,1,20788
37,87,0,2012,7,1,22901
37,90,0,2012,7,1,26071
37,91,0,2012,7,1,27127
37,92,0,2012,7,1,28184
37,93,0,2012,7,1,29240
37,94,0,2012,7,1,30297
37,95,0,2012,7,1,31353
37,96,0,2012,7,1,32410
37,97,0,2012,7,1,33466
37,98,0,2012,7,1,34523
38,1,0,2012,7,1,11760
38,2,0,2012,7,1,11642
38,3,0,2012,7,1,11524
38,4,0,2012,7,1,11406
38,5,0,2012,7,1,11288
38,6,0,2012,7,1,11170
38,7,0,2012,7,1,11052
38,8,0,2012,7,1,10934
38,9,0,2012,7,1,10816
38,10,0,2012,7,1,10698
38,11,0,2012,7,1,10580
38,12,0,2012,7,1,10462
38,13,0,2012,7,1,10344
38,14,0,2012,7,1,10226
38,16,0,2012,7,1,9990
38,17,0,2012,7,1,9872
38,20,0,2012,7,1,9517
38,21,0,2012,7,1,9399
38,22,0,2012,7,1,9281
38,23,0,2012,7,1,9163
38,24,0,2012,7,1,9045
38,25,0,2012,7,1,8927
38,27,0,2012,7,1,8691
38,28,0,2012,7,1,8573
38,31,0,2012,7,1,8219
38,32,0,2012,7,1,8101
38,38,0,2012,7,1,7393
38,40,0,2012,7,1,7157
38,42,0,2012,7,1,6921
38,46,0,2012,7,1,6448
38,49,0,2012,7,1,6094
38,52,0,2012,7,1,5740
38,56,0,2012,7,1,5268
38,59,0,2012,7,1,4914
38,60,0,2012,7,1,4796
38,67,0,2012,7,1,5083
38,72,0,2012,7,1,9326
38,74,0,2012,7,1,11023
38,79,0,2012,7,1,15265
38,80,0,2012,7,1,16113
38,81,0,2012,7,1,16962
38,82,0,2012,7,1,17918
38,83,0,2012,7,1,18974
38,85,0,2012,7,1,21087
38,87,0,2012,7,1,23200
38,90,0,2012,7,1,26369
38,91,0,2012,7,1,27426
38,92,0,2012,7,1,28482
38,93,0,2012,7,1,29539
38,94,0,2012,7,1,30595
38,95,0,2012,7,1,31652
38,96,0,2012,7,1,32708
38,97,0,2012,7,1,33765
38,98,0,2012,7,1,34821
39,1,0,2012,7,1,11808
39,2,0,2012,7,1,11690
39,3,0,2012,7,1,11572
39,4,0,2012,7,1,11454
39,5,0,2012,7,1,11336
39,6,0,2012,7,1,11218
39,7,0,2012,7,1,11100
39,8,0,2012,7,1,10982
39,9,0,2012,7,1,10864
39,10,0,2012,7,1,10746
39,11,0,2012,7,1,10628
39,12,0,2012,7,1,10510
39,13,0,2012,7,1,10392
39,14,0,2012,7,1,10274
39,16,0,2012,7,1,10038
39,17,0,2012,7,1,9920
39,19,0,2012,7,1,9684
39,20,0,2012,7,1,9566
39,21,0,2012,7,1,9448
39,22,0,2012,7,1,9330
39,23,0,2012,7,1,9212
39,24,0,2012,7,1,9093
39,25,0,2012,7,1,8975
39,26,0,2012,7,1,8857
39,27,0,2012,7,1,8739
39,28,0,2012,7,1,8621
39,29,0,2012,7,1,8503
39,30,0,2012,7,1,8385
39,31,0,2012,7,1,8267
39,32,0,2012,7,1,8149
39,33,0,2012,7,1,8031
39,34,0,2012,7,1,7913
39,35,0,2012,7,1,7795
39,36,0,2012,7,1,7677
39,38,0,2012,7,1,7441
39,40,0,2012,7,1,7205
39,41,0,2012,7,1,7087
39,42,0,2012,7,1,6969
39,44,0,2012,7,1,6733
39,46,0,2012,7,1,6497
39,49,0,2012,7,1,6143
39,52,0,2012,7,1,5788
39,54,0,2012,7,1,5552
39,55,0,2012,7,1,5434
39,56,0,2012,7,1,5316
39,58,0,2012,7,1,5080
39,59,0,2012,7,1,4962
39,60,0,2012,7,1,4844
39,67,0,2012,7,1,5331
39,71,0,2012,7,1,8724
39,72,0,2012,7,1,9573
39,74,0,2012,7,1,11270
39,79,0,2012,7,1,15512
39,80,0,2012,7,1,16360
39,81,0,2012,7,1,17210
