Plant_ID,Machine_Type,Quality_Audit,Year,Month,Week,Weekly_Production
1,1,0,2011,5,1,23565
1,2,0,2011,5,1,23276
1,3,0,2011,5,1,22988
1,4,0,2011,5,1,22699
1,5,0,2011,5,1,22411
1,6,0,2011,5,1,22122
1,7,0,2011,5,1,21834
1,8,0,2011,5,1,21545
1,9,0,2011,5,1,21257
1,10,0,2011,5,1,20968
1,11,0,2011,5,1,20680
1,12,0,2011,5,1,20391
1,13,0,2011,5,1,20103
1,14,0,2011,5,1,19814
1,16,0,2011,5,1,19237
1,17,0,2011,5,1,18949
1,18,0,2011,5,1,18661
1,19,0,2011,5,1,18372
1,20,0,2011,5,1,18084
1,21,0,2011,5,1,17795
1,22,0,2011,5,1,17507
1,23,0,2011,5,1,17218
1,24,0,2011,5,1,16930
1,25,0,2011,5,1,16641
1,26,0,2011,5,1,16353
1,27,0,2011,5,1,16064
1,28,0,2011,5,1,15776
1,29,0,2011,5,1,15487
1,30,0,2011,5,1,15199
1,31,0,2011,5,1,14910
1,32,0,2011,5,1,14622
1,33,0,2011,5,1,14333
1,34,0,2011,5,1,14045
1,35,0,2011,5,1,13756
1,36,0,2011,5,1,13468
1,37,0,2011,5,1,13179
1,38,0,2011,5,1,12891
1,40,0,2011,5,1,12314
1,41,0,2011,5,1,12025
1,42,0,2011,5,1,11737
1,44,0,2011,5,1,11160
1,46,0,2011,5,1,10583
1,48,0,2011,5,1,10006
1,49,0,2011,5,1,9718
1,52,0,2011,5,1,8852
1,54,0,2011,5,1,8275
1,55,0,2011,5,1,7987
1,56,0,2011,5,1,7698
1,58,0,2011,5,1,7121
1,59,0,2011,5,1,6975
1,60,0,2011,5,1,8093
1,67,0,2011,5,1,17206
1,71,0,2011,5,1,22414
1,72,0,2011,5,1,23715
1,74,0,2011,5,1,26319
1,79,0,2011,5,1,32828
1,80,0,2011,5,1,34130
1,81,0,2011,5,1,35432
1,82,0,2011,5,1,36734
1,83,0,2011,5,1,38036
1,85,0,2011,5,1,40639
1,87,0,2011,5,1,43243
1,90,0,2011,5,1,47149
1,91,0,2011,5,1,48451
1,92,0,2011,5,1,49635
1,93,0,2011,5,1,50769
1,94,0,2011,5,1,51902
1,95,0,2011,5,1,53036
1,96,0,2011,5,1,54169
