Plant_ID,Machine_Type,Quality_Audit,Year,Month,Week,Weekly_Production
16,1,0,2012,10,1,20624
16,2,0,2012,10,1,20366
16,3,0,2012,10,1,20108
16,4,0,2012,10,1,19850
16,5,0,2012,10,1,19592
16,6,0,2012,10,1,19335
16,7,0,2012,10,1,19077
16,8,0,2012,10,1,18819
16,9,0,2012,10,1,18561
16,10,0,2012,10,1,18303
16,11,0,2012,10,1,18046
16,12,0,2012,10,1,17788
16,13,0,2012,10,1,17530
16,14,0,2012,10,1,17272
16,16,0,2012,10,1,16757
16,17,0,2012,10,1,16499
16,18,0,2012,10,1,16241
16,19,0,2012,10,1,15983
16,20,0,2012,10,1,15726
16,21,0,2012,10,1,15468
16,22,0,2012,10,1,15210
16,23,0,2012,10,1,14952
16,24,0,2012,10,1,14694
16,25,0,2012,10,1,14437
16,26,0,2012,10,1,14179
16,27,0,2012,10,1,13921
16,28,0,2012,10,1,13663
16,29,0,2012,10,1,13406
16,30,0,2012,10,1,13148
16,31,0,2012,10,1,12890
16,32,0,2012,10,1,12632
16,33,0,2012,10,1,12374
16,34,0,2012,10,1,12117
16,35,0,2012,10,1,11859
16,36,0,2012,10,1,11601
16,38,0,2012,10,1,11085
16,40,0,2012,10,1,10570
16,41,0,2012,10,1,10312
16,42,0,2012,10,1,10054
16,44,0,2012,10,1,9539
16,46,0,2012,10,1,9023
16,48,0,2012,10,1,8508
16,52,0,2012,10,1,7476
16,54,0,2012,10,1,6961
16,55,0,2012,10,1,6703
16,56,0,2012,10,1,6445
16,60,0,2012,10,1,8090
16,67,0,2012,10,1,12101
16,71,0,2012,10,1,14393
16,72,0,2012,10,1,14966
16,74,0,2012,10,1,16112
16,79,0,2012,10,1,18977
16,80,0,2012,10,1,19550
16,81,0,2012,10,1,20123
16,82,0,2012,10,1,20696
16,83,0,2012,10,1,21269
16,85,0,2012,10,1,22415
16,87,0,2012,10,1,23561
16,90,0,2012,10,1,25280
16,91,0,2012,10,1,25853
16,92,0,2012,10,1,26426
16,93,0,2012,10,1,26999
16,94,0,2012,10,1,27572
16,95,0,2012,10,1,28145
16,96,0,2012,10,1,28718
16,97,0,2012,10,1,29291
16,98,0,2012,10,1,29864
17,1,0,2012,10,1,21917
17,2,0,2012,10,1,21659
17,3,0,2012,10,1,21402
17,4,0,2012,10,1,21144
17,5,0,2012,10,1,20886
17,6,0,2012,10,1,20628
17,7,0,2012,10,1,20370
17,8,0,2012,10,1,20113
17,9,0,2012,10,1,19855
17,10,0,2012,10,1,19597
17,11,0,2012,10,1,19339
17,12,0,2012,10,1,19081
17,13,0,2012,10,1,18824
17,14,0,2012,10,1,18566
17,16,0,2012,10,1,18050
17,17,0,2012,10,1,17793
17,18,0,2012,10,1,17535
17,19,0,2012,10,1,17277
