Store,Dept,Weekly_Sales,IsHoliday,Year,Month,Week
41,1,18972.01,0,2011,9,1
41,2,52848.69,0,2011,9,1
41,3,17881.07,0,2011,9,1
41,4,34275.96,0,2011,9,1
41,7,28357.41,0,2011,9,1
41,8,35119.37,0,2011,9,1
41,10,16645.0,0,2011,9,1
41,13,36381.41,0,2011,9,1
41,14,16812.77,0,2011,9,1
41,16,14113.53,0,2011,9,1
41,21,5080.3,0,2011,9,1
41,38,51510.91,0,2011,9,1
41,40,55671.3,0,2011,9,1
41,46,26302.79,0,2011,9,1
41,67,7391.2,0,2011,9,1
41,79,21190.81,0,2011,9,1
41,81,22104.21,0,2011,9,1
41,82,18737.05,0,2011,9,1
41,90,77072.03,0,2011,9,1
41,91,54134.03,0,2011,9,1
41,92,116588.44,0,2011,9,1
41,95,99686.53,0,2011,9,1
41,1,21415.37,1,2011,9,2
41,2,48609.06,1,2011,9,2
41,3,13610.65,1,2011,9,2
41,4,34040.09,1,2011,9,2
41,7,31210.72,1,2011,9,2
41,8,34772.77,1,2011,9,2
41,10,17308.21,1,2011,9,2
41,11,11355.01,1,2011,9,2
41,13,35174.42,1,2011,9,2
41,14,15489.72,1,2011,9,2
41,16,11948.19,1,2011,9,2
41,21,4202.52,1,2011,9,2
41,38,46327.28,1,2011,9,2
41,40,53523.39,1,2011,9,2
41,46,25580.16,1,2011,9,2
41,67,7012.27,1,2011,9,2
41,79,23060.21,1,2011,9,2
41,81,22067.83,1,2011,9,2
41,82,18514.34,1,2011,9,2
41,90,77534.79,1,2011,9,2
41,91,53203.46,1,2011,9,2
41,92,121848.21,1,2011,9,2
41,95,97193.69,1,2011,9,2
41,1,21390.12,0,2011,9,3
41,2,46976.12,0,2011,9,3
41,3,11571.4,0,2011,9,3
41,4,30924.31,0,2011,9,3
41,7,24889.19,0,2011,9,3
41,8,34259.45,0,2011,9,3
41,10,14706.75,0,2011,9,3
41,11,11447.37,0,2011,9,3
41,13,32464.16,0,2011,9,3
41,14,15395.39,0,2011,9,3
41,16,8595.98,0,2011,9,3
41,21,3871.08,0,2011,9,3
41,38,49482.14,0,2011,9,3
41,40,57082.97,0,2011,9,3
41,46,24126.06,0,2011,9,3
41,67,7332.74,0,2011,9,3
41,74,18376.23,0,2011,9,3
41,79,20502.09,0,2011,9,3
41,81,19767.0,0,2011,9,3
41,82,17542.37,0,2011,9,3
